GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Yogi Ferrel,LI,23,18,642,16.5,0.570,0.468,0.274,1.7,7.2,4.3,24.1,2.0,0.2,11.4,20.9,,1.4,0.4,1.8,0.133,,,,,
Bryson Fonvill,TE,22,49,797,8.7,0.497,0.354,0.066,2.1,5.2,3.7,19.4,1.9,0.5,19.2,14.9,,0.0,0.1,0.1,0.009,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Bryn Forbe,AU,23,19,674,20.6,0.632,0.387,0.267,1.2,9.4,5.5,13.2,1.8,0.2,11.8,26.1,,1.7,0.5,2.2,0.159,,,,,
Gary Forbe,LI,31,20,394,6.4,0.464,0.521,0.179,4.1,10.1,6.9,8.8,0.9,0.2,13.2,17.8,,-0.2,0.2,0.0,-0.004,,,,,
Quincy For,SL,24,26,505,9.9,0.460,0.533,0.200,4.3,20.9,12.4,10.9,2.3,1.6,15.5,13.2,,-0.2,0.7,0.6,0.054,,,,,
David Foste,LO,28,30,335,12.9,0.512,0.013,0.091,9.8,19.5,14.7,2.0,0.7,12.3,14.0,11.4,,0.1,0.5,0.6,0.092,,,,,
Chris Fowle,FO,,5,48,15.3,0.632,0.154,0.769,0.0,4.8,2.3,21.1,2.0,3.3,18.7,18.9,,0.1,0.0,0.1,0.127,,,,,
Trey Freema,GR,24,39,886,8.2,0.448,0.352,0.102,1.2,12.8,6.8,13.5,1.5,0.4,10.2,13.2,,-0.1,0.6,0.5,0.025,,,,,
Sundiata Gaine,SL,30,46,1269,18.2,0.533,0.424,0.273,3.8,15.6,9.5,24.2,2.9,0.7,13.3,24.6,,1.0,1.7,2.7,0.104,,,,,
Ramon Gallowa,ER,25,21,555,9.7,0.475,0.347,0.254,2.2,9.7,5.9,18.8,2.0,0.3,18.0,20.6,,-0.6,0.4,-0.2,-0.014,,,,,
Charles Garci,AU,28,49,1075,18.5,0.602,0.005,0.638,7.2,19.0,13.5,8.9,0.7,2.1,16.7,27.5,,1.4,1.1,2.5,0.110,,,,,
Patricio Garin,AU,23,49,1429,12.0,0.569,0.313,0.259,1.6,11.2,6.7,10.6,2.5,1.9,19.3,18.4,,0.0,1.7,1.7,0.056,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Evrik Gar,SL,25,4,73,5.5,0.448,0.444,0.074,0.0,19.6,9.5,17.0,0.0,0.0,17.7,20.0,,-0.1,0.0,-0.1,-0.052,,,,,
Evrik Gar,IO,25,3,35,15.4,0.682,0.364,0.000,3.0,6.0,4.5,9.8,1.4,0.0,8.3,14.5,,0.1,0.0,0.1,0.134,,,,,
Evrik Gar,TOT,25,7,108,8.7,0.514,0.421,0.053,1.0,15.2,7.9,14.6,0.4,0.0,15.3,18.3,,0.0,0.1,0.0,0.009,,,,,
Matt Gaten,IO,27,2,31,7.0,0.429,0.857,0.000,6.7,10.1,8.4,0.0,4.7,0.0,22.2,12.3,,-0.1,0.0,0.0,-0.010,,,,,
Michael Gbinij,GR,24,16,560,12.2,0.539,0.567,0.195,2.4,10.7,6.4,7.1,2.6,0.6,9.6,15.0,,0.4,0.5,0.9,0.076,,,,,
Marcus Georges-Hun,MA,22,45,1639,16.3,0.595,0.363,0.344,3.3,14.5,9.2,19.7,1.4,0.7,13.1,18.5,,3.4,1.8,5.2,0.153,,,,,
Archie Goodwi,SW,22,34,1112,15.4,0.536,0.227,0.569,5.2,12.4,8.8,11.4,1.8,0.7,13.0,23.9,,0.7,0.6,1.4,0.059,,,,,
Ben Gordo,TE,33,25,737,15.8,0.625,0.564,0.189,0.7,9.0,4.8,15.8,1.5,0.6,12.2,19.1,,1.7,0.1,1.8,0.118,,,,,
Paul Graha,GR,31,1,6,9.6,0.174,0.500,1.000,0.0,17.9,8.7,60.5,0.0,0.0,0.0,20.4,,0.0,0.0,0.0,-0.077,,,,,
Jerian Gran,WC,24,2,83,22.0,0.551,0.262,0.381,2.5,7.8,5.1,32.1,2.9,1.0,12.5,28.8,,0.2,0.1,0.3,0.152,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Josh Gra,NA,23,50,1254,17.3,0.503,0.181,0.239,4.6,11.0,7.6,30.4,2.8,0.3,14.1,25.9,,0.8,1.6,2.4,0.090,,,,,
Brannen Green,TOT,22,24,243,9.4,0.595,0.514,0.222,1.3,19.1,10.2,5.4,0.6,0.3,19.4,17.1,,0.0,0.2,0.2,0.032,,,,,
Brannen Green,SL,22,9,92,1.2,0.357,0.571,0.000,2.3,19.1,10.4,4.9,0.5,0.9,17.6,16.0,,-0.3,0.1,-0.2,-0.101,,,,,
Brannen Green,DE,22,15,151,14.5,0.725,0.477,0.364,0.7,19.0,10.0,5.8,0.6,0.0,20.3,17.8,,0.3,0.1,0.4,0.112,,,,,
Cam Griffi,RE,23,15,146,10.4,0.542,0.029,0.500,9.7,11.2,10.4,1.9,1.6,0.6,14.4,14.0,,0.1,0.1,0.2,0.056,,,,,
Josh Hagin,MA,,20,324,13.1,0.560,0.512,0.143,2.4,14.5,8.8,24.0,1.7,0.9,18.3,14.9,,0.4,0.4,0.8,0.112,,,,,
PJ Hairsto,RI,24,10,232,9.7,0.465,0.652,0.304,0.9,9.7,5.4,9.3,2.8,0.7,11.8,25.1,,-0.1,0.2,0.0,0.009,,,,,
Ferrakohn Hal,WC,26,36,697,7.4,0.476,0.259,0.155,4.7,12.3,8.4,6.0,1.0,1.4,12.7,17.3,,-0.4,0.6,0.2,0.013,,,,,
Ferrakohn Hal,TOT,26,46,851,6.8,0.467,0.275,0.170,4.5,12.8,8.7,6.4,1.0,1.3,13.9,17.2,,-0.7,0.8,0.1,0.004,,,,,
Ferrakohn Hal,SA,26,10,154,4.0,0.420,0.364,0.250,4.0,15.1,9.8,7.9,0.9,1.0,19.7,16.5,,-0.3,0.2,-0.1,-0.037,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Alex Hamilto,SA,23,43,1004,16.4,0.538,0.146,0.586,3.3,11.0,7.3,28.8,2.3,0.5,17.6,23.0,,0.9,1.2,2.2,0.103,,,,,
Daniel Hamilto,OK,21,49,1528,16.6,0.539,0.418,0.237,4.2,23.6,14.1,23.3,2.0,0.9,17.3,23.2,,0.8,2.9,3.7,0.117,,,,,
A.J. Hammon,TE,24,15,385,15.9,0.549,0.128,0.128,7.9,23.1,15.4,6.3,0.6,6.2,11.3,19.6,,0.4,0.4,0.7,0.092,,,,,
Tyler Hansbroug,FO,,13,434,21.9,0.632,0.065,0.710,14.3,27.1,20.6,3.1,1.1,1.1,11.3,19.9,,1.4,0.4,1.9,0.205,,,,,
Justin Harpe,LO,27,45,1304,17.6,0.609,0.469,0.269,5.4,18.8,12.2,7.1,0.5,1.7,8.5,20.8,,3.1,0.8,3.8,0.141,,,,,
Aaron Harriso,TOT,22,39,1260,16.9,0.579,0.366,0.431,2.1,13.4,7.8,12.7,2.0,0.8,11.6,22.4,,2.1,1.0,3.1,0.118,,,,,
Aaron Harriso,SW,22,20,663,15.8,0.548,0.373,0.551,2.5,13.9,8.2,14.1,1.9,0.9,12.6,24.2,,0.7,0.4,1.1,0.083,,,,,
Aaron Harriso,DE,22,19,597,18.1,0.619,0.359,0.294,1.6,12.8,7.3,11.2,2.1,0.8,10.3,20.5,,1.4,0.5,2.0,0.158,,,,,
Manny Harri,TE,27,42,1622,19.3,0.550,0.254,0.360,5.1,15.4,10.2,15.0,2.3,0.5,13.2,28.3,,2.1,1.0,3.1,0.091,,,,,
Ramon Harri,IO,28,12,219,6.8,0.455,0.684,0.224,3.3,17.2,10.2,8.3,1.5,1.1,16.1,19.3,,-0.4,0.2,-0.1,-0.031,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Ramon Harri,GR,28,37,901,9.7,0.532,0.727,0.204,0.9,18.4,9.5,4.9,1.4,1.8,9.2,13.9,,0.3,0.8,1.1,0.061,,,,,
Ramon Harri,TOT,28,49,1120,9.1,0.514,0.717,0.209,1.4,18.2,9.6,5.6,1.5,1.7,10.9,14.9,,-0.1,1.1,1.0,0.043,,,,,
Shaquille Harriso,NA,23,48,1327,12.5,0.518,0.283,0.318,3.5,12.9,8.0,9.3,2.3,2.3,10.9,16.2,,0.6,1.8,2.5,0.089,,,,,
Lazar Haywar,LI,30,20,487,17.3,0.535,0.250,0.350,8.5,17.2,12.6,6.3,2.7,2.2,10.1,21.2,,0.5,0.6,1.2,0.114,,,,,
Reggie Hear,RE,25,42,1321,12.3,0.618,0.700,0.129,1.6,16.6,9.1,5.1,1.0,0.5,9.5,16.2,,1.8,0.9,2.6,0.096,,,,,
Myke Henr,OK,24,38,461,8.4,0.488,0.430,0.306,3.6,12.1,7.9,6.8,2.8,1.5,16.4,15.4,,-0.3,0.8,0.6,0.059,,,,,
Xavier Henr,OK,25,10,168,17.1,0.575,0.475,0.836,4.0,15.9,10.1,6.3,2.3,2.1,10.7,24.0,,0.3,0.3,0.6,0.169,,,,,
LaDontae Hento,SA,25,37,1069,13.1,0.523,0.522,0.151,3.9,14.2,9.2,8.7,1.3,1.4,9.1,20.7,,0.5,1.3,1.7,0.078,,,,,
Juan Hernangome,SF,21,1,26,14.0,0.498,0.357,0.500,12.1,32.5,22.3,6.2,0.0,6.1,19.0,33.0,,-0.1,0.0,0.0,-0.025,,,,,
Brady Hesli,RA,26,48,1380,17.1,0.621,0.741,0.129,0.6,6.6,3.7,16.2,1.2,0.1,9.2,21.7,,3.9,1.3,5.2,0.180,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Stephan Hick,FO,24,49,1496,15.1,0.583,0.380,0.344,6.5,15.0,10.7,5.8,1.5,0.6,10.2,18.1,,2.8,1.0,3.8,0.123,,,,,
Darrun Hilliar,GR,23,4,137,21.2,0.577,0.432,0.230,3.7,14.1,8.8,12.6,1.1,0.0,5.8,26.9,,0.4,0.1,0.4,0.157,,,,,
John Hollan,CA,28,37,1437,18.4,0.610,0.427,0.319,3.4,10.2,6.8,12.3,1.9,0.4,11.6,23.0,,3.5,1.3,4.8,0.161,,,,,
Jonathan Holme,CA,24,30,852,14.4,0.559,0.459,0.190,6.9,18.5,12.6,4.8,1.8,1.9,12.3,19.3,,0.9,1.1,2.0,0.110,,,,,
Richaun Holme,DE,23,6,147,19.6,0.636,0.122,0.388,11.9,17.4,14.7,6.3,0.7,4.8,13.6,19.0,,0.4,0.2,0.5,0.171,,,,,
Max Hoope,WE,21,2,18,0.5,0.250,1.000,0.000,0.0,0.0,0.0,7.3,5.4,0.0,14.3,16.6,,-0.1,0.0,-0.1,-0.148,,,,,
Jon Horfor,CA,25,6,68,12.1,0.759,0.111,0.222,14.6,18.1,16.3,7.8,0.7,1.2,28.8,8.6,,0.1,0.1,0.2,0.140,,,,,
Keith Hornsb,TE,25,37,452,14.1,0.554,0.234,0.241,4.4,13.3,8.8,11.0,1.6,0.7,7.9,14.8,,0.8,0.2,0.9,0.099,,,,,
Chris Horto,GR,22,49,913,16.1,0.617,0.005,0.480,15.1,16.0,15.5,2.4,2.0,4.3,19.8,14.4,,1.4,1.1,2.5,0.132,,,,,
Danuel Hous,DE,23,7,187,18.7,0.575,0.464,0.391,4.7,18.2,11.5,11.0,2.1,2.5,9.0,20.0,,0.4,0.2,0.6,0.158,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Pe'Shon Howar,RE,26,40,736,13.7,0.557,0.471,0.286,1.3,10.7,6.0,10.4,2.3,0.5,11.4,20.1,,0.6,0.6,1.2,0.076,,,,,
Josh Huesti,OK,25,32,1026,15.5,0.541,0.447,0.138,4.8,16.1,10.5,6.3,1.0,4.8,7.3,19.6,,1.0,1.7,2.7,0.126,,,,,
R.J. Hunte,LI,23,24,722,15.0,0.554,0.575,0.342,1.5,6.0,3.6,15.2,1.6,1.6,10.8,24.4,,1.0,0.5,1.4,0.096,,,,,
R.J. Hunte,WC,23,5,173,13.9,0.458,0.566,0.506,2.4,12.4,7.4,19.6,2.8,0.5,9.8,27.7,,0.0,0.2,0.2,0.054,,,,,
R.J. Hunte,TOT,23,29,895,14.8,0.534,0.573,0.374,1.7,7.2,4.4,16.0,1.8,1.4,10.6,25.0,,1.0,0.7,1.6,0.088,,,,,
Prince Ibe,LI,22,10,101,0.3,0.259,0.000,0.263,11.0,9.8,10.4,1.2,0.5,6.7,27.4,11.6,,-0.3,0.1,-0.2,-0.094,,,,,
Damien Ingli,WE,21,39,1158,13.8,0.521,0.151,0.358,3.5,22.9,12.9,17.6,1.6,1.6,16.8,21.3,,0.0,1.3,1.3,0.054,,,,,
Andre Ingra,LO,31,10,293,16.0,0.740,0.700,0.271,2.2,10.6,6.4,6.8,1.8,1.1,4.9,11.5,,0.9,0.2,1.1,0.175,,,,,
Kadeem Jac,TOT,24,32,441,16.4,0.532,0.116,0.490,7.6,16.8,12.2,4.1,1.6,3.1,10.4,25.7,,0.2,0.5,0.7,0.071,,,,,
Kadeem Jac,SF,24,2,21,32.3,0.875,0.000,0.000,5.0,5.0,5.0,0.0,4.4,7.5,0.0,15.5,,0.1,0.0,0.1,0.321,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Kadeem Jac,RE,24,30,420,15.7,0.520,0.121,0.511,7.8,17.4,12.6,4.3,1.5,2.9,10.7,26.2,,0.1,0.4,0.5,0.059,,,,,
Demetrius Jackso,MA,22,32,1071,15.3,0.510,0.329,0.255,4.4,11.5,8.2,29.6,1.9,1.0,15.0,22.5,,0.9,1.2,2.1,0.096,,,,,
Joe Jackso,NA,24,4,65,15.7,0.634,0.083,0.417,1.6,13.9,7.4,30.3,1.5,0.0,24.1,24.1,,0.1,0.1,0.2,0.114,,,,,
Lewis Jackso,ER,27,6,119,9.7,0.609,0.125,0.292,2.7,10.4,6.5,18.8,2.5,0.0,30.7,14.3,,0.0,0.1,0.1,0.032,,,,,
Pierre Jackso,TE,25,28,1004,22.7,0.636,0.449,0.420,2.4,10.4,6.4,30.7,2.4,0.3,15.6,23.8,,3.5,0.5,4.0,0.189,,,,,
Julian Jacob,LO,22,34,591,10.6,0.551,0.315,0.291,3.2,12.6,8.0,20.1,1.9,0.7,26.8,17.6,,-0.2,0.4,0.2,0.014,,,,,
Stefan Jankovi,ER,23,9,226,15.5,0.565,0.250,0.281,7.2,21.3,14.2,10.6,1.5,0.4,15.0,24.5,,0.2,0.2,0.4,0.087,,,,,
Stefan Jankovi,TOT,23,31,604,11.0,0.492,0.358,0.266,7.1,19.9,13.4,8.7,1.5,2.6,13.8,20.6,,-0.2,0.8,0.6,0.049,,,,,
Stefan Jankovi,SF,23,22,378,8.4,0.439,0.436,0.256,6.9,19.0,13.0,7.6,1.5,4.0,12.9,18.3,,-0.3,0.6,0.2,0.026,,,,,
Livio Jean-Charle,AU,23,45,1138,16.2,0.572,0.008,0.181,8.9,15.5,12.4,9.6,1.3,4.5,16.5,18.3,,1.0,1.4,2.4,0.103,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Cory Jefferso,AU,26,42,1189,20.6,0.569,0.173,0.390,10.1,22.7,16.7,5.7,1.2,2.2,7.5,23.3,,2.9,1.5,4.4,0.178,,,,,
John Jenkin,WE,25,16,552,16.9,0.568,0.313,0.257,2.8,11.3,6.9,9.3,0.9,0.9,10.9,25.6,,0.7,0.2,0.9,0.082,,,,,
Terrence Jenning,TOT,28,18,244,10.3,0.527,0.000,0.298,4.8,15.3,10.1,6.2,1.8,2.9,13.4,12.9,,0.1,0.3,0.3,0.067,,,,,
Terrence Jenning,GR,28,8,72,10.8,0.680,0.000,0.400,4.3,8.9,6.5,4.1,0.7,2.3,14.5,12.2,,0.1,0.0,0.1,0.091,,,,,
Terrence Jenning,DE,28,10,172,10.1,0.470,0.000,0.262,5.1,18.0,11.6,7.1,2.2,3.2,13.0,13.1,,0.0,0.2,0.2,0.057,,,,,
Grant Jerret,CA,23,10,370,10.0,0.499,0.365,0.261,3.6,18.1,10.8,7.5,1.2,2.3,13.5,16.8,,0.0,0.4,0.4,0.055,,,,,
Paul Jesperso,RI,24,1,2,-18.1,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,,0.0,0.0,0.0,-0.463,,,,,
Alex Johnso,GR,29,10,79,9.1,0.491,0.353,0.588,2.6,14.9,8.6,16.9,1.2,0.0,18.9,14.2,,0.0,0.0,0.1,0.031,,,,,
Brice Johnso,SL,22,6,116,21.7,0.528,0.095,0.222,10.7,25.6,17.9,3.4,0.9,6.4,6.7,27.6,,0.1,0.2,0.3,0.130,,,,,
Chris Johnso,RI,26,32,1017,16.4,0.638,0.417,0.329,9.0,12.2,10.6,7.8,1.5,1.5,11.8,15.2,,2.7,0.5,3.1,0.147,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Dakari Johnso,OK,21,49,1421,23.0,0.598,0.021,0.511,11.7,17.9,14.9,13.8,1.4,4.0,13.9,26.7,,3.3,2.6,5.9,0.198,,,,,
Jaron Johnso,RI,24,13,309,14.4,0.617,0.696,0.128,1.8,10.8,6.3,7.2,1.7,0.8,12.0,19.6,,0.5,0.1,0.7,0.101,,,,,
Justin Johnso,CA,28,20,496,10.8,0.551,0.311,0.209,1.3,11.5,6.4,11.9,1.8,0.2,13.4,15.8,,0.4,0.5,0.8,0.082,,,,,
Orlando Johnso,AU,27,13,396,17.1,0.546,0.238,0.500,5.1,14.1,9.9,10.6,1.6,0.6,12.4,26.0,,0.4,0.4,0.8,0.093,,,,,
Stanley Johnso,GR,20,1,37,20.5,0.577,0.421,0.421,2.8,11.6,7.1,18.5,1.3,2.3,11.8,29.4,,0.1,0.0,0.1,0.125,,,,,
Cameron Jone,SA,27,34,904,12.8,0.520,0.188,0.285,3.4,10.1,6.9,17.3,1.9,0.4,15.2,21.6,,0.1,1.0,1.1,0.060,,,,,
Cameron Jone,CA,27,13,345,11.9,0.535,0.258,0.177,4.2,8.4,6.3,10.2,1.1,0.0,10.1,18.1,,0.3,0.2,0.6,0.078,,,,,
Cameron Jone,TOT,27,47,1249,12.5,0.524,0.206,0.257,3.6,9.6,6.7,15.3,1.7,0.3,14.0,20.6,,0.5,1.2,1.7,0.065,,,,,
Damian Jone,SA,21,31,819,17.1,0.578,0.004,0.435,10.3,17.0,13.7,6.2,0.7,6.1,12.1,17.7,,1.1,1.3,2.4,0.138,,,,,
Derrick Jones Jr,NA,19,19,602,15.7,0.557,0.228,0.461,6.5,12.9,9.5,4.9,1.8,3.9,10.2,19.2,,0.7,0.8,1.5,0.122,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jalen Jone,MA,23,46,1654,17.4,0.566,0.368,0.461,6.2,19.9,13.4,10.7,1.3,1.2,14.4,26.5,,1.6,2.2,3.8,0.111,,,,,
Perry Jone,IO,25,24,523,4.7,0.396,0.459,0.186,1.8,12.2,7.0,12.0,0.6,1.7,15.7,20.2,,-1.3,0.3,-1.0,-0.090,,,,,
Roosevelt Jone,CA,24,46,1267,13.0,0.500,0.078,0.184,9.3,16.4,12.8,15.3,2.5,0.7,15.8,12.0,,1.1,1.7,2.8,0.107,,,,,
Solomon Jone,OK,,3,45,15.8,0.472,0.000,0.133,7.4,9.5,8.5,13.7,4.3,6.0,11.2,17.1,,0.0,0.1,0.1,0.126,,,,,
John Jorda,RA,24,40,705,14.4,0.519,0.250,0.342,3.8,11.4,7.8,26.4,3.1,0.4,16.6,16.8,,0.9,1.2,2.1,0.142,,,,,
Nikola Jovanovi,TOT,23,36,621,18.9,0.534,0.043,0.467,14.6,26.4,20.4,5.4,0.8,1.4,10.9,23.9,,0.9,0.6,1.6,0.120,,,,,
Nikola Jovanovi,GR,23,24,416,19.6,0.539,0.051,0.463,14.7,28.4,21.4,4.6,0.9,1.0,11.0,24.2,,0.7,0.4,1.1,0.127,,,,,
Nikola Jovanovi,WE,23,12,205,17.4,0.524,0.024,0.476,14.4,22.5,18.3,6.9,0.5,2.1,10.8,23.1,,0.3,0.2,0.5,0.106,,,,,
Ryan Kell,MA,25,8,281,23.9,0.615,0.320,0.484,1.6,27.2,15.1,15.0,0.9,4.5,9.2,25.6,,0.8,0.5,1.3,0.215,,,,,
Markus Kenned,RI,25,14,56,1.8,0.347,0.409,0.409,5.9,15.4,10.7,9.0,0.8,1.5,16.1,22.3,,-0.2,0.0,-0.1,-0.123,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Anthony Ken,WE,33,4,48,9.2,0.684,0.000,1.286,9.1,7.2,8.2,2.9,0.0,0.0,15.4,11.5,,0.1,0.0,0.1,0.098,,,,,
Lasan Kroma,WE,25,2,28,23.5,0.669,0.250,1.125,0.0,20.6,10.0,10.5,3.5,0.0,7.7,19.7,,0.1,0.0,0.1,0.251,,,,,
Michale Kyse,SL,25,26,389,9.4,0.446,0.034,0.218,10.4,17.8,14.0,4.6,1.0,2.1,14.4,12.4,,-0.1,0.4,0.3,0.037,,,,,
Skal Labissier,RE,20,17,527,13.5,0.507,0.136,0.294,9.9,16.8,13.3,5.7,1.4,3.6,14.4,23.4,,-0.2,0.5,0.4,0.032,,,,,
Doron Lam,WE,25,42,1178,12.9,0.562,0.328,0.238,3.3,10.0,6.6,8.6,1.5,0.1,10.6,18.4,,1.3,0.6,1.9,0.079,,,,,
Stephane Lasm,TE,34,19,517,19.7,0.623,0.264,0.245,8.9,18.4,13.6,5.3,1.7,9.5,13.0,16.3,,1.0,0.6,1.6,0.152,,,,,
Dallas Lauderdal,MA,28,37,637,14.0,0.658,0.010,0.284,10.7,18.1,14.6,4.7,1.0,6.6,22.9,10.3,,0.7,1.0,1.8,0.134,,,,,
David Laur,DE,26,28,567,17.2,0.520,0.116,0.464,10.2,21.2,15.8,11.4,0.9,1.6,11.7,23.5,,0.6,0.6,1.1,0.097,,,,,
David Laur,WC,26,10,232,16.3,0.487,0.126,0.333,11.7,23.6,17.6,11.1,0.8,2.8,13.0,26.9,,0.0,0.3,0.3,0.054,,,,,
David Laur,TOT,26,38,799,16.9,0.510,0.119,0.422,10.7,21.9,16.3,11.3,0.9,2.0,12.1,24.5,,0.5,0.9,1.4,0.085,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jake Layma,WC,22,8,267,15.8,0.517,0.424,0.240,3.9,15.3,9.5,9.5,2.4,1.8,11.0,24.8,,0.1,0.4,0.4,0.075,,,,,
Jeff Ledbette,AU,28,38,732,17.7,0.683,0.612,0.144,1.5,9.2,5.6,18.0,2.8,0.8,17.4,19.4,,1.7,0.8,2.5,0.164,,,,,
Damion Le,MA,24,16,544,18.7,0.624,0.447,0.360,2.9,16.1,9.9,16.7,1.5,0.8,12.0,21.0,,1.3,0.6,2.0,0.176,,,,,
Stedmon Lemo,DE,24,8,63,3.2,0.267,0.391,0.130,6.9,11.8,9.4,6.3,3.1,2.5,17.1,19.5,,-0.3,0.1,-0.2,-0.156,,,,,
Stedmon Lemo,CA,24,5,43,13.0,0.489,0.450,0.050,0.0,23.4,11.6,0.0,3.4,1.9,4.7,21.0,,0.0,0.1,0.1,0.068,,,,,
Stedmon Lemo,TOT,24,13,106,7.2,0.369,0.419,0.093,4.1,16.5,10.3,3.8,3.2,2.3,11.8,20.1,,-0.3,0.2,-0.1,-0.065,,,,,
CJ Lesli,RA,25,45,938,19.5,0.583,0.145,0.403,10.6,21.2,16.1,12.3,1.6,2.0,15.4,24.3,,1.4,1.7,3.1,0.159,,,,,
