Rk,NBA_Player,Pos,NBA_Age,NBA_Tm,NBA_G,NBA_MP,NBA_PER,NBA_TS%,NBA_3PAr,NBA_FTr,NBA_ORB%,NBA_DRB%,NBA_TRB%,NBA_AST%,NBA_STL%,NBA_BLK%,NBA_TOV%,NBA_USG%,,NBA_OWS,NBA_DWS,NBA_WS,NBA_WS/48,,NBA_OBPM,NBA_DBPM,NBA_BPM,NBA_VORP
294,Mangok Mathiang\mathima01,C,25,CHO,3,10,-1.5,0.000,0.000,0.000,10.6,54.2,32.1,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.078,,-15.6,-4.9,-20.5,0.0
295,Wesley Matthews\matthwe02,SF,31,DAL,49,1689,11.4,0.548,0.570,0.158,1.2,9.3,5.1,12.5,1.6,0.5,10.7,17.5,,0.9,1.2,2.1,0.060,,0.4,-0.4,0.1,0.9
296,Luc Mbah a Moute\mbahalu01,PF,31,HOU,30,766,9.1,0.569,0.524,0.205,2.2,12.9,7.5,5.1,2.3,1.5,18.1,12.5,,0.0,0.9,0.9,0.059,,-2.1,1.4,-0.7,0.2
297,James Michael McAdoo\mcadoja01,PF,25,PHI,3,18,7.6,0.508,1.000,0.286,0.0,11.6,6.0,0.0,0.0,4.6,11.3,21.0,,0.0,0.0,0.0,0.024,,-4.2,-4.5,-8.7,0.0
298,Patrick McCaw\mccawpa01,SG,22,GSW,44,714,9.0,0.521,0.371,0.157,2.6,7.3,5.2,10.8,2.2,0.8,13.7,12.1,,0.3,0.7,0.9,0.064,,-1.5,-0.3,-1.9,0.0
299,C.J. McCollum\mccolcj01,SG,26,POR,48,1742,17.7,0.550,0.319,0.166,1.9,10.2,6.1,15.6,1.4,0.8,8.6,26.0,,2.9,1.6,4.5,0.123,,2.0,-1.1,0.9,1.3
300,T.J. McConnell\mccontj01,PG,25,PHI,39,977,13.7,0.572,0.160,0.104,2.6,12.1,7.5,27.3,2.6,0.9,22.3,14.6,,0.9,1.4,2.3,0.113,,-1.1,1.1,-0.1,0.5
301,Chris McCullough\mcculch01,PF,22,WAS,14,76,16.1,0.460,0.184,0.263,8.8,22.0,15.4,4.3,0.0,5.7,0.0,24.5,,0.0,0.1,0.1,0.087,,-4.1,-2.2,-6.3,-0.1
302,Doug McDermott\mcderdo01,SF,26,NYK,50,1091,10.2,0.576,0.428,0.155,2.9,9.7,6.4,6.1,0.4,0.9,9.2,14.5,,1.2,0.3,1.5,0.068,,0.1,-1.8,-1.8,0.1
303,JaVale McGee\mcgeeja01,C,30,GSW,34,268,20.5,0.645,0.045,0.281,10.5,14.9,12.9,8.5,1.6,6.7,12.3,18.6,,0.7,0.4,1.1,0.195,,0.3,1.8,2.2,0.3
304,Alfonzo McKinnie\mckinal01,SF,25,TOR,10,38,8.2,0.630,0.556,0.333,0.0,17.3,8.8,3.7,1.3,2.1,22.5,15.2,,0.0,0.1,0.0,0.052,,-3.6,-0.2,-3.8,0.0
305,Ben McLemore\mclembe01,SG,24,MEM,28,473,9.4,0.517,0.426,0.160,3.2,9.9,6.5,8.5,1.6,1.2,11.7,19.8,,0.0,0.3,0.3,0.030,,-2.1,-1.8,-3.9,-0.2
306,Josh McRoberts\mcrobjo01,PF,30,DAL,2,6,-12.7,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,,0.0,0.0,0.0,-0.193,,-9.4,-2.3,-11.7,0.0
307,Jodie Meeks\meeksjo01,SG,30,WAS,45,704,10.2,0.510,0.536,0.310,1.6,10.3,5.9,7.7,1.4,0.1,8.4,18.5,,0.3,0.5,0.8,0.055,,-1.5,-2.3,-3.7,-0.3
308,Salah Mejri\mejrisa01,C,31,DAL,44,529,18.3,0.662,0.021,0.500,12.8,26.7,19.5,6.8,1.4,8.6,18.7,12.5,,1.1,1.0,2.1,0.189,,-1.7,5.4,3.8,0.8
309,Jordan Mickey\mickejo01,PF,23,MIA,16,231,10.8,0.513,0.164,0.239,7.0,28.2,17.7,6.1,0.7,2.6,15.9,17.4,,-0.1,0.3,0.3,0.053,,-5.4,0.2,-5.3,-0.2
310,Khris Middleton\middlkh01,SF,26,MIL,47,1748,17.3,0.573,0.343,0.256,1.4,15.5,8.4,18.7,1.7,0.4,11.2,24.7,,2.7,1.1,3.8,0.106,,1.8,-1.7,0.1,0.9
311,C.J. Miles\milescj01,SF,30,TOR,40,740,14.0,0.550,0.750,0.152,1.5,9.8,5.7,4.8,1.8,1.7,5.3,22.2,,0.9,0.9,1.8,0.117,,2.0,-2.0,0.0,0.4
312,Darius Miller\milleda01,SF,27,NOP,48,1079,10.4,0.642,0.760,0.159,0.8,8.4,4.7,7.2,0.7,0.5,9.3,13.6,,1.6,0.3,1.9,0.084,,1.2,-2.5,-1.3,0.2
313,Malcolm Miller\millema01,SF,24,TOR,3,13,13.7,0.600,0.800,0.000,8.7,8.4,8.6,0.0,0.0,0.0,0.0,16.7,,0.0,0.0,0.0,0.149,,2.3,-6.8,-4.6,0.0
314,Patty Mills\millspa02,PG,29,SAS,51,1235,12.6,0.568,0.600,0.185,1.2,7.4,4.3,17.0,1.5,0.5,13.8,18.3,,1.2,1.5,2.7,0.106,,0.9,-1.1,-0.1,0.6
315,Paul Millsap\millspa01,PF,32,DEN,16,475,17.5,0.531,0.287,0.322,5.6,17.9,11.7,16.1,1.8,3.6,12.5,24.1,,0.5,0.6,1.0,0.105,,-0.2,1.0,0.8,0.3
316,Nikola Mirotic\mirotni01,PF,26,CHI,24,594,22.7,0.622,0.529,0.268,3.2,25.2,13.9,11.3,1.2,1.7,8.3,26.6,,1.5,0.6,2.1,0.170,,3.7,-1.3,2.4,0.7
317,Donovan Mitchell\mitchdo01,SG,21,UTA,47,1505,16.7,0.547,0.405,0.200,1.7,10.4,6.0,19.3,2.3,1.2,13.1,28.7,,0.7,1.6,2.3,0.072,,1.3,-0.8,0.5,1.0
318,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,1,136.8,1.500,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4,,0.1,0.0,0.1,2.732,,69.8,-14.9,54.8,0.0
319,Malik Monk\monkma01,SG,19,CHO,35,462,8.0,0.455,0.581,0.086,0.5,7.5,3.9,15.7,0.9,0.5,9.3,21.1,,-0.3,0.3,0.0,0.001,,-2.1,-2.9,-5.0,-0.3
320,Greg Monroe\monrogr01,C,27,TOT,23,505,19.5,0.611,0.000,0.233,11.1,27.7,19.2,16.7,1.2,0.9,17.8,20.1,,0.9,0.4,1.3,0.122,,0.2,0.5,0.6,0.3
320,Greg Monroe\monrogr01,C,27,MIL,5,79,11.4,0.489,0.000,0.121,9.1,29.0,19.0,10.4,0.0,0.0,14.7,23.6,,-0.1,0.0,0.0,-0.015,,-5.9,-3.6,-9.5,-0.2
320,Greg Monroe\monrogr01,C,27,PHO,18,426,21.0,0.637,0.000,0.259,11.4,27.4,19.2,17.9,1.5,1.1,18.4,19.4,,0.9,0.4,1.3,0.148,,1.3,1.2,2.5,0.5
321,Luis Montero\montelu01,SG,24,DET,2,8,-15.7,0.000,0.000,0.000,0.0,29.1,14.1,0.0,0.0,0.0,66.7,16.6,,-0.1,0.0,-0.1,-0.446,,-23.6,-2.1,-25.7,0.0
322,Ben Moore\moorebe01,PF,22,IND,1,3,0.2,,,,0.0,0.0,0.0,39.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.153,,-6.7,-10.8,-17.5,0.0
323,E'Twaun Moore\mooreet01,SG,28,NOP,48,1560,12.4,0.604,0.382,0.079,2.6,6.9,4.8,9.9,1.5,0.3,10.1,15.9,,2.0,0.7,2.7,0.082,,1.0,-1.4,-0.4,0.6
324,Eric Moreland\moreler01,PF,26,DET,40,470,11.6,0.507,0.000,0.259,10.5,25.3,17.7,12.3,1.7,4.7,25.9,7.7,,0.4,0.9,1.2,0.124,,-3.2,5.2,2.0,0.5
325,Marcus Morris\morrima03,PF,28,BOS,27,647,14.0,0.527,0.393,0.239,3.4,20.1,12.0,9.4,1.1,1.2,9.9,23.1,,0.3,1.1,1.4,0.103,,-1.8,0.0,-1.8,0.0
326,Markieff Morris\morrima02,PF,28,WAS,40,1017,11.5,0.547,0.295,0.193,5.0,19.6,12.3,6.9,1.3,1.6,14.9,18.8,,0.2,1.1,1.3,0.063,,-2.2,0.1,-2.1,0.0
327,Monte Morris\morrimo01,PG,22,DEN,1,3,-2.6,0.000,1.000,0.000,0.0,0.0,0.0,40.7,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.196,,-10.5,-12.8,-23.3,0.0
328,Johnathan Motley\motlejo01,PF,22,DAL,2,4,105.3,0.798,0.000,2.000,0.0,100.0,56.1,0.0,0.0,22.7,0.0,64.6,,0.1,0.0,0.1,0.957,,7.8,-8.3,-0.4,0.0
329,Timofey Mozgov\mozgoti01,C,31,BRK,25,321,11.0,0.606,0.228,0.316,9.1,19.0,14.0,3.9,0.8,2.1,24.4,15.9,,0.0,0.3,0.3,0.052,,-4.0,0.0,-4.0,-0.2
330,Emmanuel Mudiay\mudiaem01,PG,21,DEN,36,670,12.1,0.506,0.335,0.273,2.3,11.4,6.8,23.9,1.4,0.5,17.9,24.6,,-0.1,0.4,0.3,0.025,,-2.2,-2.4,-4.7,-0.5
331,Shabazz Muhammad\muhamsh01,SF,25,MIN,29,288,10.0,0.453,0.170,0.259,5.6,11.9,8.7,3.5,0.9,0.6,2.3,19.6,,0.1,0.1,0.2,0.030,,-3.4,-4.0,-7.4,-0.4
332,Xavier Munford\munfoxa02,SG,25,MIL,1,2,-21.0,0.000,0.000,0.000,59.9,0.0,30.0,0.0,0.0,0.0,0.0,45.7,,0.0,0.0,0.0,-0.846,,-27.2,-19.8,-47.0,0.0
333,Dejounte Murray\murrade01,PG,21,SAS,51,956,13.5,0.466,0.055,0.267,6.8,22.4,14.6,21.5,2.6,1.4,18.7,21.4,,-0.7,1.9,1.3,0.065,,-3.4,3.2,-0.1,0.5
334,Jamal Murray\murraja01,PG,20,DEN,47,1404,16.2,0.572,0.394,0.223,3.6,9.5,6.6,14.9,1.4,0.9,12.7,23.7,,2.2,0.9,3.1,0.106,,1.4,-2.0,-0.5,0.5
335,Mike Muscala\muscami01,C,26,ATL,19,311,14.6,0.626,0.400,0.338,5.8,18.0,11.8,7.2,1.7,1.7,11.6,14.7,,0.6,0.3,0.9,0.133,,-0.1,-0.2,-0.3,0.1
336,Abdel Nader\naderab01,SF,24,BOS,22,164,5.2,0.433,0.522,0.065,3.4,10.4,7.0,6.2,1.5,2.0,16.0,15.4,,-0.3,0.3,0.0,0.002,,-5.5,0.7,-4.7,-0.1
337,Larry Nance\nancela02,PF,25,LAL,37,827,19.1,0.605,0.013,0.357,11.5,21.0,16.2,9.5,3.1,1.9,12.2,15.4,,1.7,1.4,3.1,0.182,,0.5,2.9,3.4,1.1
338,Shabazz Napier\napiesh01,PG,26,POR,43,923,17.0,0.579,0.351,0.267,1.8,10.5,6.3,16.8,3.0,0.8,13.5,19.9,,1.4,1.2,2.7,0.138,,1.0,0.7,1.7,0.9
339,Jameer Nelson\nelsoja01,PG,35,NOP,41,870,8.5,0.511,0.536,0.088,1.5,10.4,6.1,22.2,1.3,0.3,21.7,13.0,,0.2,0.4,0.6,0.033,,-2.1,-1.6,-3.7,-0.4
340,Raul Neto\netora01,PG,25,UTA,24,307,13.5,0.560,0.320,0.196,1.8,10.2,5.9,22.4,1.3,0.9,14.6,18.2,,0.3,0.2,0.6,0.089,,-1.1,-1.6,-2.7,-0.1
341,Joakim Noah\noahjo01,C,32,NYK,7,40,15.9,0.510,0.000,0.400,17.4,22.1,19.8,14.1,2.5,4.4,25.4,17.4,,0.0,0.1,0.1,0.083,,-1.8,3.5,1.7,0.0
342,Nerlens Noel\noelne01,C,23,DAL,18,225,15.5,0.587,0.000,0.358,12.6,24.2,18.2,4.0,2.2,4.0,19.6,15.6,,0.2,0.4,0.6,0.127,,-3.5,2.3,-1.2,0.0
343,Lucas Nogueira\noguelu01,C,25,TOR,28,290,16.6,0.648,0.228,0.281,5.1,17.8,11.5,5.7,2.5,8.6,14.7,11.2,,0.4,0.6,1.1,0.178,,-1.1,6.1,5.0,0.5
344,Dirk Nowitzki\nowitdi01,C,39,DAL,49,1216,16.9,0.572,0.390,0.155,1.5,23.9,12.4,10.9,1.1,1.6,5.8,20.7,,1.8,1.3,3.1,0.122,,0.3,0.0,0.3,0.7
345,Frank Ntilikina\ntilila01,PG,19,NYK,47,959,7.1,0.426,0.324,0.147,2.1,10.0,6.1,22.4,2.5,0.9,22.9,17.3,,-1.4,0.9,-0.5,-0.025,,-3.6,0.0,-3.6,-0.4
346,Jusuf Nurkic\nurkiju01,C,23,POR,46,1226,17.0,0.508,0.012,0.330,9.0,24.0,16.6,11.0,1.5,3.9,15.6,27.5,,-0.4,2.0,1.6,0.064,,-3.8,2.0,-1.8,0.1
347,David Nwaba\nwabada01,SG,25,CHI,37,840,13.2,0.581,0.090,0.580,5.2,16.9,10.9,8.2,1.7,1.8,12.6,14.1,,1.0,0.8,1.8,0.103,,-2.1,1.4,-0.8,0.3
348,Johnny O'Bryant\obryajo01,PF,24,CHO,32,338,13.1,0.479,0.252,0.161,8.4,19.6,13.9,6.3,1.2,1.2,8.3,23.1,,0.0,0.4,0.4,0.058,,-3.0,-1.6,-4.6,-0.2
349,Royce O'Neale\onealro01,SF,24,UTA,36,418,11.8,0.532,0.487,0.400,1.9,23.6,12.6,12.9,1.6,0.4,12.9,16.9,,0.2,0.5,0.7,0.084,,-2.3,0.0,-2.3,0.0
350,Kyle O'Quinn\oquinky01,C,27,NYK,48,815,19.6,0.629,0.027,0.378,10.1,28.2,19.4,17.3,1.3,5.6,20.3,17.6,,1.6,1.3,2.9,0.169,,0.4,4.0,4.5,1.3
351,Semi Ojeleye\ojelese01,PF,23,BOS,43,564,4.7,0.458,0.780,0.210,4.3,11.2,7.8,2.2,1.2,0.1,11.4,9.8,,-0.2,0.8,0.6,0.052,,-3.6,0.1,-3.5,-0.2
352,Jahlil Okafor\okafoja01,C,22,TOT,15,171,9.2,0.499,0.031,0.215,3.9,17.4,10.6,7.7,0.3,3.2,13.4,20.6,,-0.1,0.2,0.1,0.015,,-6.4,-0.5,-6.9,-0.2
352,Jahlil Okafor\okafoja01,C,22,PHI,2,25,9.0,0.465,0.000,0.444,18.0,20.9,19.5,6.0,0.0,6.7,21.8,23.4,,0.0,0.0,0.0,0.002,,-7.3,0.5,-6.8,0.0
352,Jahlil Okafor\okafoja01,C,22,BRK,13,146,9.2,0.505,0.036,0.179,1.4,16.8,9.0,8.0,0.3,2.6,11.7,20.1,,-0.1,0.1,0.1,0.017,,-6.3,-0.7,-7.0,-0.2
353,Victor Oladipo\oladivi01,SG,25,IND,44,1505,23.7,0.594,0.349,0.289,1.8,15.3,8.7,19.8,2.8,2.2,12.4,30.3,,3.2,2.0,5.2,0.165,,4.1,0.5,4.6,2.5
354,Kelly Olynyk\olynyke01,PF,26,MIA,48,1128,15.9,0.612,0.412,0.282,5.3,22.1,13.7,15.5,1.7,1.7,19.1,21.1,,1.2,1.6,2.8,0.118,,0.3,1.2,1.5,1.0
355,Cedi Osman\osmande01,SF,22,CLE,38,299,9.6,0.578,0.400,0.200,3.1,19.5,11.5,5.2,1.5,0.3,12.6,12.9,,0.2,0.2,0.4,0.059,,-2.7,-1.6,-4.3,-0.2
356,Kelly Oubre\oubreke01,SF,22,WAS,48,1311,13.5,0.579,0.451,0.289,3.2,16.5,9.9,5.7,1.5,1.3,9.8,18.5,,1.7,1.4,3.0,0.111,,0.1,-0.5,-0.3,0.5
357,Zaza Pachulia\pachuza01,C,33,GSW,39,570,17.3,0.638,0.000,0.323,8.4,26.1,18.0,15.8,2.0,0.8,18.8,16.7,,1.2,0.9,2.1,0.175,,-0.1,1.2,1.1,0.4
358,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.3,0.000,0.000,0.000,0.0,72.3,35.7,0.0,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,-0.602,,-33.9,-10.6,-44.5,0.0
359,Georgios Papagiannis\papagge01,C,20,SAC,14,106,10.6,0.410,0.000,0.000,12.5,24.7,18.4,7.3,1.0,4.5,15.2,19.5,,-0.2,0.1,-0.1,-0.034,,-6.8,0.1,-6.7,-0.1
360,Tony Parker\parketo01,PG,35,SAS,25,529,13.4,0.495,0.082,0.174,0.6,9.8,5.2,30.5,1.4,0.2,14.3,20.9,,0.1,0.7,0.8,0.072,,-2.3,-1.4,-3.7,-0.2
361,Chandler Parsons\parsoch01,SF,29,MEM,26,545,14.5,0.600,0.531,0.140,2.5,13.3,7.9,16.5,1.2,1.5,13.2,18.4,,0.7,0.4,1.1,0.098,,1.0,-1.1,-0.1,0.3
362,Patrick Patterson\pattepa01,PF,28,OKC,48,699,8.9,0.544,0.667,0.156,1.9,14.3,7.9,5.6,2.0,1.5,12.7,10.7,,0.4,0.9,1.3,0.087,,-2.3,0.3,-1.9,0.0
363,Brandon Paul\paulbr01,SG,26,SAS,46,465,8.5,0.517,0.455,0.297,0.7,13.1,6.9,10.5,2.6,0.9,16.8,13.3,,-0.1,0.8,0.7,0.071,,-3.1,1.5,-1.6,0.0
364,Chris Paul\paulch01,PG,32,HOU,30,968,25.8,0.610,0.492,0.274,2.3,18.3,10.3,44.3,2.9,1.0,13.4,24.7,,4.3,1.4,5.6,0.279,,7.0,1.2,8.2,2.5
365,Adreian Payne\paynead01,PF,26,ORL,5,43,18.9,0.831,0.300,0.600,5.1,18.0,11.5,0.0,2.3,0.0,13.7,14.8,,0.1,0.0,0.2,0.199,,0.4,-4.2,-3.8,0.0
366,Elfrid Payton\paytoel01,PG,23,ORL,38,1115,18.1,0.569,0.149,0.243,4.3,11.0,7.6,34.5,2.3,0.8,18.5,21.3,,1.6,0.7,2.4,0.103,,1.4,-0.3,1.1,0.9
367,Gary Payton\paytoga02,PG,25,TOT,14,124,8.9,0.436,0.325,0.075,4.7,13.5,9.1,15.4,1.2,2.0,6.8,16.1,,0.0,0.1,0.1,0.033,,-3.0,-1.7,-4.7,-0.1
367,Gary Payton\paytoga02,PG,25,MIL,12,106,7.7,0.437,0.364,0.091,4.5,14.8,9.6,12.4,1.4,0.8,8.0,16.1,,0.0,0.1,0.0,0.015,,-3.3,-2.1,-5.4,-0.1
367,Gary Payton\paytoga02,PG,25,LAL,2,18,15.4,0.429,0.143,0.000,5.9,5.9,5.9,33.1,0.0,9.0,0.0,16.4,,0.0,0.0,0.1,0.138,,-1.4,0.8,-0.7,0.0
368,London Perrantes\perralo01,PG,23,CLE,1,3,-19.2,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,,0.0,0.0,0.0,-0.385,,-16.7,-5.0,-21.7,0.0
369,Alec Peters\peteral01,PF,22,PHO,6,62,7.9,0.404,0.938,0.188,3.4,14.2,8.7,13.2,0.0,2.6,5.5,12.5,,0.0,0.0,0.0,0.017,,-2.0,-1.6,-3.6,0.0
370,Marshall Plumlee\plumlma02,C,25,MIL,2,18,22.5,0.926,0.000,10.000,6.7,46.9,26.7,0.0,0.0,4.9,27.0,18.8,,0.1,0.0,0.1,0.302,,-5.0,-5.9,-10.9,0.0
371,Mason Plumlee\plumlma01,C,27,DEN,48,989,16.4,0.562,0.004,0.510,10.2,22.2,16.1,14.8,1.7,4.7,19.9,17.0,,0.8,1.4,2.2,0.106,,-1.7,3.2,1.5,0.9
372,Miles Plumlee\plumlmi01,C,29,ATL,29,511,11.5,0.592,0.000,0.365,9.2,16.6,12.9,7.7,1.1,3.1,22.9,12.4,,0.2,0.4,0.6,0.059,,-2.9,1.4,-1.5,0.1
373,Jakob Poeltl\poeltja01,C,22,TOR,47,829,17.5,0.633,0.009,0.311,13.6,16.0,14.8,4.1,1.0,5.3,13.5,15.0,,1.8,1.2,3.1,0.177,,0.3,2.1,2.4,0.9
374,Quincy Pondexter\pondequ01,SF,29,CHI,21,188,3.5,0.398,0.449,0.347,4.4,10.0,7.1,5.1,1.8,0.9,16.3,15.7,,-0.3,0.1,-0.2,-0.052,,-6.2,-0.8,-7.0,-0.2
375,Otto Porter\porteot01,SF,24,WAS,44,1394,17.0,0.577,0.361,0.132,4.5,17.7,11.1,8.6,2.5,1.5,6.6,17.3,,2.4,1.9,4.3,0.148,,1.6,1.5,3.1,1.8
376,Bobby Portis\portibo01,PF,22,CHI,40,818,21.9,0.576,0.262,0.228,10.3,22.4,16.2,14.0,1.3,1.1,10.1,25.6,,1.7,0.8,2.5,0.146,,2.1,-0.7,1.4,0.7
377,Kristaps Porzingis\porzikr01,PF,22,NYK,43,1409,20.5,0.538,0.250,0.314,4.5,18.5,11.7,6.3,1.1,6.3,8.7,31.7,,1.5,1.8,3.3,0.111,,-0.5,-0.3,-0.8,0.4
378,Dwight Powell\poweldw01,C,26,DAL,48,893,17.2,0.631,0.211,0.364,8.2,20.5,14.1,7.0,2.1,2.0,10.5,15.2,,2.0,1.1,3.1,0.169,,0.3,1.6,1.9,0.9
379,Norman Powell\powelno01,SG,24,TOR,40,681,9.0,0.480,0.444,0.143,1.3,10.5,6.0,13.0,2.2,1.4,14.7,20.0,,-0.5,0.9,0.4,0.026,,-2.6,0.1,-2.5,-0.1
380,Alex Poythress\poythal01,PF,24,IND,21,90,7.7,0.500,0.381,0.000,7.7,8.7,8.2,2.9,1.7,1.0,8.7,11.4,,0.0,0.1,0.1,0.059,,-2.0,-1.2,-3.3,0.0
381,Jacob Pullen\pulleja01,PG,28,PHI,3,6,-2.2,0.500,0.500,0.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,21.2,,0.0,0.0,0.0,-0.211,,-10.3,-4.9,-15.2,0.0
382,Zhou Qi\qizh01,C,22,HOU,14,75,0.0,0.299,0.625,0.417,3.0,16.8,9.8,1.8,1.3,6.9,15.0,19.3,,-0.3,0.1,-0.2,-0.127,,-10.6,0.5,-10.0,-0.2
383,Ivan Rabb\rabbiv01,PF,20,MEM,10,79,21.3,0.742,0.000,0.111,8.8,17.8,13.2,10.2,0.0,3.5,15.0,19.3,,0.2,0.1,0.3,0.172,,0.9,-1.1,-0.2,0.0
384,Julius Randle\randlju01,C,23,LAL,48,1123,19.0,0.595,0.078,0.436,8.8,23.9,16.3,14.3,1.0,2.2,16.8,24.8,,1.6,1.4,3.0,0.128,,-0.5,0.6,0.1,0.6
385,Zach Randolph\randoza01,PF,36,SAC,41,1032,18.2,0.536,0.164,0.166,7.7,24.1,15.6,13.9,1.6,0.6,12.9,27.4,,0.5,0.7,1.2,0.056,,-0.5,-1.4,-1.8,0.0
386,J.J. Redick\redicjj01,SG,33,PHI,36,1173,15.1,0.602,0.516,0.239,0.6,8.3,4.6,15.9,0.8,0.2,9.3,20.7,,2.6,0.9,3.5,0.144,,2.4,-2.5,-0.1,0.6
387,Davon Reed\reedda01,SG,22,PHO,1,5,-16.9,0.000,0.500,0.000,0.0,22.0,10.8,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,-0.395,,-17.9,-6.7,-24.7,0.0
388,Willie Reed\reedwi02,C,27,LAC,39,419,19.7,0.669,0.017,0.458,9.3,22.6,15.9,3.5,1.0,4.4,11.6,16.9,,1.0,0.5,1.5,0.177,,-0.8,0.1,-0.8,0.1
389,Josh Richardson\richajo01,SF,24,MIA,48,1637,12.1,0.543,0.416,0.163,2.5,9.1,5.9,12.6,2.0,2.2,14.3,18.1,,0.5,1.9,2.4,0.071,,-0.7,1.1,0.4,1.0
390,Malachi Richardson\richama01,SG,22,SAC,25,319,5.9,0.445,0.443,0.250,1.7,10.4,5.9,5.8,1.6,0.3,9.3,15.2,,-0.2,0.1,-0.1,-0.021,,-4.1,-2.4,-6.4,-0.4
